imdb_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Rating_Internet_Movie_Database,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,_fetch_date,_poster_path,Rating_Rotten_Tomatoes,Rating_Metacritic
tt0312565,Green Rain,1966,N/A,10 Jun 1966,100 min,"Comedy, Drama, Romance",Jung Jin-woo,Han-bong Na,"Seong-il Shin, Hie Mun, Han-seob Kim","Cheol, an auto mechanic, and Yeong-hui, a maid meet. Cheol lies and tells Yeong-hui that he is the son of a businessman. Cheol pretends to be the French ambassador's daughter. They meet only on rainy days.",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BYjQ5YTI0ZTMtMGUzMy00MzIwLTg4NjktY2YxZGUyN2YyNjVmXkEyXkFqcGdeQXVyNDY5NjU5MDE@._V1_SX300.jpg,6.6/10,N/A,6.6,58,tt0312565,movie,N/A,N/A,N/A,N/A,True,2026-02-18T00:22:50.737731,extra_data/posters/tt0312565.jpg,,
tt1942899,Khlib i sil,1971,N/A,27 Sep 1971,81 min,"Drama, Romance","Grigoriy Kokhan, Nikolai Makarenko",Mikhajlo Stelmakh,"Lidiya Yaremchuk, Les Serdyuk, Ivan Gavrilyuk","A group of peasant farmers in turn-of-the-century Ukraine leaves home in search of better luck in Siberia. The story follows those who stay behind and their dispute with the landowner, as well as a love triangle involving a local beauty and two young men.",Ukrainian,Soviet Union,N/A,https://m.media-amazon.com/images/M/MV5BMmE3Zjk3YzUtYjZjZi00YjYyLTkxYTktYTg2MmE2YjZiMzhmXkEyXkFqcGc@._V1_SX300.jpg,7.8/10,N/A,7.8,32,tt1942899,movie,N/A,N/A,N/A,N/A,True,2026-02-18T00:22:52.050299,extra_data/posters/tt1942899.jpg,,
tt0072145,Wu yi,1974,N/A,23 Mar 1974,89 min,"Drama, Romance",Yuen Chor,"Yuen Chor, John Yip","Lily Ho, Hua Yueh, Li Ching",N/A,Mandarin,Hong Kong,N/A,https://m.media-amazon.com/images/M/MV5BZWNmMDZmMzItNWU2ZS00NmUyLWFlNGUtYjVhNjk0Y2E3ZTQ1XkEyXkFqcGdeQXVyMzY2NjA3OQ@@._V1_SX300.jpg,6.4/10,N/A,6.4,23,tt0072145,movie,N/A,N/A,N/A,N/A,True,2026-02-18T00:22:53.315560,extra_data/posters/tt0072145.jpg,,
tt0010849,A Virtuous Vamp,1919,N/A,16 Nov 1919,50 min,"Comedy, Romance",David Kirkland,"Clyde Fitch, John Emerson, Anita Loos","Constance Talmadge, Belle Daube, Jack Kane","A flirtatious young woman takes a job in a busy office, where her presence is terribly disruptive. None of the men in the office can concentrate on their jobs while her charms are on display. Of course, she sets her eye on the one man who seems oblivious to her.",None,United States,1 win total,https://m.media-amazon.com/images/M/MV5BNzZiYzQ0NDUtMzY3OC00ZDFjLWEwMjktY2YzMTczZWFiMTJhXkEyXkFqcGc@._V1_SX300.jpg,6.4/10,N/A,6.4,34,tt0010849,movie,N/A,N/A,N/A,N/A,True,2026-02-18T00:22:54.585246,extra_data/posters/tt0010849.jpg,,
tt0206234,Qiu Haitang,1943,N/A,N/A,202 min,"Drama, Romance",Weibang Ma-Xu,"Weibang Ma-Xu, Shouou Qin","Yukun Lu, Li Hua Li, Chih-Ching Yang","During the Republic of China (1912-1949), a Beijing Opera actor named Wu Yuqin specializes in performing in female roles. Though this tradition has always had a dubious history, Yuqin is moral and upright man. He takes the stage name Qiu Haitang and is invited to dinner by an admiring warlord Yuan. He later meets Luo Xiangqi, a graduate of a female performance school. The two of them fall in love but it turns out that she is Warlord Yuan's wife. Later, Luo Xiangqi becomes pregnant with Yuqin's child. Yuan's adjutant Ji discovers their secret and blackmailed Qiu Haitang frequently, even scarring his face.",Mandarin,China,N/A,https://m.media-amazon.com/images/M/MV5BMTY5ODg5MTk1OF5BMl5BanBnXkFtZTcwODY1MDE0MQ@@._V1_SX300.jpg,,N/A,N/A,N/A,tt0206234,movie,N/A,N/A,N/A,N/A,True,2026-02-18T00:22:55.908392,extra_data/posters/tt0206234.jpg,,
tt7493806,Lenses on Her Heart,2018,N/A,07 Sep 2018,121 min,"Comedy, Drama, Romance",Kazutoshi Inudô,"Akio Morisawa, Yûsuke Moriguchi","Masanobu Andô, Seika Furuhata, Chizuru Ikewaki",A painful love story for all the broken hearts Tachibana bought an old book and found a business card put in between leaves. One phrase that moved is heart deeply was underlined in the book. Tachibana decided to call the contact on the card and meet this lady who read the same book. Then comes the mystery lady Akane who can see things sparklingly...,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZTUzZDIyMWMtZTgzZS00Njg0LWI5ZGMtOGI5YzlmMDg2ZmVhXkEyXkFqcGc@._V1_SX300.jpg,6.6/10,N/A,6.6,21,tt7493806,movie,N/A,N/A,N/A,N/A,True,2026-02-18T00:22:57.324598,extra_data/posters/tt7493806.jpg,,
tt3656810,Tian xian pei,1955,N/A,N/A,91 min,"Musical, Romance",Hui Shi,"Hongfei Lu, Hu Sang","Shaofang Wang, Fengying Yan, Yunfeng Zhang","The youngest one of the Seven Fairies falls in love with a poor decent young man named Dong Yong, but the love between a mortal and a fairy is not allowed by the laws of God in heaven.",Chinese,China,N/A,https://m.media-amazon.com/images/M/MV5BZDc0ZmI4MTItNjUyNS00MjA0LThkZjgtZjdjNjIyYTJlODA4XkEyXkFqcGc@._V1_SX300.jpg,7.8/10,N/A,7.8,26,tt3656810,movie,N/A,N/A,N/A,N/A,True,2026-02-18T00:22:58.608502,extra_data/posters/tt3656810.jpg,,
tt0034439,Ala-Arriba!,1942,N/A,15 Sep 1942,94 min,"Drama, Romance",José Leitão de Barros,"Alfredo Cortez, Augusto de Santa-Ritta","Ilidio Rocha Silvestre, Elsa Bea-Flor, João Moço","In a village of poor fishermen in the North of Portugal, João Moço and Julha fall in love. Unfortunately they belong to two different fisher castes and the community as well as their respective families condemn their love...",Portuguese,Portugal,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BYTQyMjhhYTAtYWIzZS00YmU1LWFkNzctM2UxMTNjZjM2ZGFiXkEyXkFqcGdeQXVyNjU2OTM4NzI@._V1_SX300.jpg,7.2/10,N/A,7.2,104,tt0034439,movie,N/A,N/A,N/A,N/A,True,2026-02-18T00:22:59.878396,extra_data/posters/tt0034439.jpg,,
tt4704862,The Abstraction,2015,Not Rated,13 May 2015,80 min,"Drama, Horror, Romance",Joel Ulrick O'Neal,Joel Ulrick O'Neal,"George Gallagher, Seth Gandrud, Alxander Jon","For abstract artist James, new-found success brings more than just fame and notoriety. Paranoia sets in as his once peaceful and clandestine life becomes claustrophobic. James' agent offers his unused loft as a private workspace, but the distraction is short-lived. Fantasies become nightmares once James stops seeing things as they truly are. His feverish pursuit of perfection culminates in the horrific revelation of the truth behind his delusions of love.",None,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ0MjExODM2Ml5BMl5BanBnXkFtZTgwOTE1NjM4NTE@._V1_SX300.jpg,,N/A,N/A,19,tt4704862,movie,N/A,N/A,N/A,N/A,True,2026-02-18T00:23:01.171244,extra_data/posters/tt4704862.jpg,,
tt9114286,Black Panther: Wakanda Forever,2022,PG-13,11 Nov 2022,161 min,"Action, Adventure, Drama",Ryan Coogler,"Ryan Coogler, Joe Robert Cole, Stan Lee","Letitia Wright, Lupita Nyong'o, Danai Gurira",The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.,"English, Xhosa, Maya, Spanish, Haitian, French",United States,Won 1 Oscar. 50 wins & 171 nominations total,https://m.media-amazon.com/images/M/MV5BYWY5NDY1ZjItZDQxMy00MTAzLTgyOGQtNTQxYjFiMzZjMjUyXkEyXkFqcGc@._V1_SX300.jpg,6.6/10,67,6.6,"359,814",tt9114286,movie,N/A,"$453,829,060",N/A,N/A,True,2026-02-18T00:23:02.355442,extra_data/posters/tt9114286.jpg,84%,67/100
tt1630029,Avatar: The Way of Water,2022,PG-13,16 Dec 2022,192 min,"Animation, Action, Adventure",James Cameron,"James Cameron, Rick Jaffa, Amanda Silver","Sam Worthington, Zoe Saldaña, Sigourney Weaver","Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.",English,United States,Won 1 Oscar. 74 wins & 153 nominations total,https://m.media-amazon.com/images/M/MV5BNWI0Y2NkOWEtMmM2OC00MjQ3LWI1YzItZGQxYzQ3NzI4NWZmXkEyXkFqcGc@._V1_SX300.jpg,7.5/10,67,7.5,"601,100",tt1630029,movie,N/A,"$688,459,501",N/A,N/A,True,2026-02-18T00:23:03.536947,extra_data/posters/tt1630029.jpg,76%,67/100
tt6710474,Everything Everywhere All at Once,2022,R,08 Apr 2022,139 min,"Action, Adventure, Comedy","Daniel Kwan, Daniel Scheinert","Daniel Kwan, Daniel Scheinert","Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis",A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,"English, Mandarin, Cantonese",United States,Won 7 Oscars. 397 wins & 379 nominations total,https://m.media-amazon.com/images/M/MV5BOWNmMzAzZmQtNDQ1NC00Nzk5LTkyMmUtNGI2N2NkOWM4MzEyXkEyXkFqcGc@._V1_SX300.jpg,7.7/10,81,7.7,"616,795",tt6710474,movie,N/A,"$77,191,785",N/A,N/A,True,2026-02-18T00:23:04.755247,extra_data/posters/tt6710474.jpg,93%,81/100
tt8760708,M3GAN,2022,PG-13,06 Jan 2023,102 min,"Horror, Sci-Fi, Thriller",Gerard Johnstone,"Akela Cooper, James Wan","Allison Williams, Violet McGraw, Ronny Chieng","When robotics engineer Gemma becomes the guardian of her orphaned niece, Cady, she thinks her new invention, a robotic AI, will be a good companion. However, M3GAN begins to behave in unexpected and shocking ways.",English,"United States, New Zealand",4 wins & 31 nominations total,https://m.media-amazon.com/images/M/MV5BYjU1ZWMxYTUtNzQ1ZC00ZTcxLTg0NTMtMzY1ZmQyZjhmYjMyXkEyXkFqcGc@._V1_SX300.jpg,6.3/10,72,6.3,"178,654",tt8760708,movie,N/A,"$95,159,005",N/A,N/A,True,2026-02-18T00:23:05.975992,extra_data/posters/tt8760708.jpg,93%,72/100
tt1825683,Black Panther,2018,PG-13,16 Feb 2018,134 min,"Action, Adventure, Sci-Fi",Ryan Coogler,"Ryan Coogler, Joe Robert Cole, Stan Lee","Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o","After the events of Captain America: Civil War, Prince T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new king. However, T'Challa soon finds that he is challenged for the throne from factions within his own country. When two foes conspire to destroy Wakanda, the hero known as Black Panther must team up with C.I.A. agent Everett K. Ross and members of the Dora Milaje, Wakandan special forces, to prevent Wakanda from being dragged into a world war.","English, Swahili, Nama, Xhosa, Korean",United States,Won 3 Oscars. 125 wins & 289 nominations total,https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_SX300.jpg,7.3/10,88,7.3,"900,774",tt1825683,movie,N/A,"$700,426,566",N/A,N/A,True,2026-02-18T00:23:07.208046,extra_data/posters/tt1825683.jpg,96%,88/100
tt0499549,Avatar,2009,PG-13,18 Dec 2009,162 min,"Action, Adventure, Fantasy",James Cameron,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver","When his brother is killed in a robbery, paraplegic Marine Jake Sully decides to take his place in a mission on the distant world of Pandora. There he learns of greedy corporate figurehead Parker Selfridge's intentions of driving off the native humanoid ""Na'vi"" in order to mine for the precious material scattered throughout their rich woodland. In exchange for the spinal surgery that will fix his legs, Jake gathers knowledge, of the Indigenous Race and their Culture, for the cooperating military unit spearheaded by gung-ho Colonel Quaritch, while simultaneously attempting to infiltrate the Na'vi people with the use of an ""avatar"" identity. While Jake begins to bond with the native tribe and quickly falls in love with the beautiful alien Neytiri, the restless Colonel moves forward with his ruthless extermination tactics, forcing the soldier to take a stand - and fight back in an epic battle for the fate of Pandora.","English, Spanish","United States, United Kingdom",Won 3 Oscars. 91 wins & 131 nominations total,https://m.media-amazon.com/images/M/MV5BMDEzMmQwZjctZWU2My00MWNlLWE0NjItMDJlYTRlNGJiZjcyXkEyXkFqcGc@._V1_SX300.jpg,7.9/10,83,7.9,"1,468,320",tt0499549,movie,N/A,"$785,221,649",N/A,N/A,True,2026-02-18T00:23:08.413902,extra_data/posters/tt0499549.jpg,81%,83/100
tt13539646,The Wandering Earth II,2023,Not Rated,22 Jan 2023,173 min,"Action, Adventure, Drama",Frant Gwo,"Cixin Liu, Hongwei Wang, Yang Zhixue","Jing Wu, Yi Sha, Yanmanzi Zhu","Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",Mandarin,China,39 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BMzg5MTNkZGUtNGViNS00NzFlLTg1NDYtN2Y2NzY3NWNmNzg2XkEyXkFqcGc@._V1_SX300.jpg,6.7/10,56,6.7,"16,075",tt13539646,movie,N/A,"$5,023,132",N/A,N/A,True,2026-02-18T00:23:09.714961,extra_data/posters/tt13539646.jpg,83%,56/100
tt6443346,Black Adam,2022,PG-13,21 Oct 2022,125 min,"Action, Adventure, Fantasy",Jaume Collet-Serra,"Adam Sztykiel, Rory Haines, Sohrab Noshirvani","Dwayne Johnson, Aldis Hodge, Pierce Brosnan","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods-and imprisoned just as quickly-Black Adam (Johnson) is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",English,"United States, Canada, New Zealand, Hungary",1 win & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYmM3OTM4NDktMmI2NS00OWU0LTg4OTQtNjZhMmFkYjhmOGY1XkEyXkFqcGc@._V1_SX300.jpg,6.1/10,41,6.1,"301,065",tt6443346,movie,N/A,"$168,152,111",N/A,N/A,True,2026-02-18T00:23:10.936407,extra_data/posters/tt6443346.jpg,39%,41/100
tt0816692,Interstellar,2014,PG-13,07 Nov 2014,169 min,"Adventure, Drama, Sci-Fi",Christopher Nolan,"Jonathan Nolan, Christopher Nolan","Matthew McConaughey, Anne Hathaway, Jessica Chastain","Earth's future has been riddled by disasters, famines, and droughts. There is only one way to ensure mankind's survival: Interstellar travel. A newly discovered wormhole in the far reaches of our solar system allows a team of astronauts to go where no man has gone before, a planet that may have the right environment to sustain human life.",English,"United States, United Kingdom, Canada",Won 1 Oscar. 45 wins & 148 nominations total,https://m.media-amazon.com/images/M/MV5BYzdjMDAxZGItMjI2My00ODA1LTlkNzItOWFjMDU5ZDJlYWY3XkEyXkFqcGc@._V1_SX300.jpg,8.7/10,74,8.7,"2,472,939",tt0816692,movie,N/A,"$203,227,580",N/A,N/A,True,2026-02-18T00:23:12.135141,extra_data/posters/tt0816692.jpg,73%,74/100
tt8041270,Jurassic World: Dominion,2022,PG-13,10 Jun 2022,147 min,"Action, Adventure, Sci-Fi",Colin Trevorrow,"Emily Carmichael, Colin Trevorrow, Derek Connolly","Chris Pratt, Bryce Dallas Howard, Laura Dern","Four years after the destruction of Isla Nublar, dinosaurs now live--and hunt--alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures.","English, Maltese, French","United States, China",1 win & 25 nominations total,https://m.media-amazon.com/images/M/MV5BZGExMWU2NWMtNzczYi00NjQ4LTk2YzctZGZkYmRmMDdhMjllXkEyXkFqcGc@._V1_SX300.jpg,5.6/10,38,5.6,"242,050",tt8041270,movie,N/A,"$376,851,080",N/A,N/A,True,2026-02-18T00:23:13.350938,extra_data/posters/tt8041270.jpg,29%,38/100
tt1392170,The Hunger Games,2012,PG-13,23 Mar 2012,142 min,"Action, Adventure, Sci-Fi",Gary Ross,"Gary Ross, Suzanne Collins, Billy Ray","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","In a dystopian future, the totalitarian nation of Panem is divided into 12 districts and the Capitol. Each year two young representatives from each district are selected by lottery to participate in The Hunger Games. Part entertainment, part brutal retribution for a past rebellion, the televised games are broadcast throughout Panem. The 24 participants are forced to eliminate their competitors while the citizens of Panem are required to watch. When 16-year-old Katniss' young sister, Prim, is selected as District 12's female representative, Katniss volunteers to take her place. She and her male counterpart, Peeta, are pitted against bigger, stronger representatives, some of whom have trained for this their whole lives.",English,United States,Won 1 BAFTA Award34 wins & 49 nominations total,https://m.media-amazon.com/images/M/MV5BMWI1OGM4YjQtNmIxNi00YmE2LWJkNTAtY2Q0YjU4NTI5NWQyXkEyXkFqcGc@._V1_SX300.jpg,7.2/10,68,7.2,"1,066,839",tt1392170,movie,N/A,"$408,010,692",N/A,N/A,True,2026-02-18T00:23:14.555036,extra_data/posters/tt1392170.jpg,84%,68/100
tt1160419,Dune: Part One,2021,PG-13,22 Oct 2021,155 min,"Action, Adventure, Drama",Denis Villeneuve,"Jon Spaihts, Denis Villeneuve, Eric Roth","Timothée Chalamet, Rebecca Ferguson, Zendaya","A mythic and emotionally charged hero's journey, ""Dune"" tells the story of Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, who must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.","English, Mandarin","United States, Canada",Won 6 Oscars. 175 wins & 299 nominations total,https://m.media-amazon.com/images/M/MV5BNWIyNmU5MGYtZDZmNi00ZjAwLWJlYjgtZTc0ZGIxMDE4ZGYwXkEyXkFqcGc@._V1_SX300.jpg,8.0/10,74,8.0,"1,020,797",tt1160419,movie,N/A,"$108,897,830",N/A,N/A,True,2026-02-18T00:23:15.769733,extra_data/posters/tt1160419.jpg,83%,74/100
tt10954984,Nope,2022,R,22 Jul 2022,130 min,"Horror, Mystery, Sci-Fi",Jordan Peele,Jordan Peele,"Daniel Kaluuya, Keke Palmer, Brandon Perea",The residents of a lonely gulch in inland California bear witness to an uncanny and chilling phenomenon.,"English, Spanish","United States, Japan, Canada",42 wins & 179 nominations total,https://m.media-amazon.com/images/M/MV5BODRlNWRhZWUtMzdlZC00ZDIyLWFhZjMtYTcxNjI1ZDIwODhjXkEyXkFqcGc@._V1_SX300.jpg,6.8/10,77,6.8,"310,157",tt10954984,movie,N/A,"$123,277,080",N/A,N/A,True,2026-02-18T00:23:16.986907,extra_data/posters/tt10954984.jpg,83%,77/100
